2034	Crane’s Gift
2035	Candy Drop
2036	Chocolate Bar
2037	Jojoyaki
2038	Draw Dumpling
2039	God Bun
2040	Boiled Egg
2041	Cheese Omelet
2042	Giant Egg
2043	Golden Egg
2044	Happiness Egg
2045	Chopstick Gun
2046	Pog
2047	Yo-yo
2048	Minicar
2049	Robot Model
2050	Chipped Horn
2051	Rubber Band
2052	Wire
2053	Gum Wrapper
2054	Hairpin
2055	Oil Wipes
2056	Onii Horn
2057	Sharp Horn
2058	Huge Horn
2059	Thick Horn
2060	Shoelace
2061	Clip
2062	Paper Cup
2063	Broken Umbrella
2064	Curvy Straw
2065	California Roll
2066	White Tangerine
2067	Aikido Fish
2068	Dried Fish
2069	Wanda Fish
2070	Slig Meat
2071	Dolly Meat
2072	Charlie Beef
2073	Rodeo Meat
2074	Kool Meat
2075	Mackaye Meat
2076	Fried Meat
2077	Stinky Meat
2078	Beefy Beef
2079	Crazy Meat
2080	Mushy
2081	Mushssie
2082	Mushclose
2083	Rock Mushroom
2084	Nail Mushroom
2085	Mardi Grass
2086	Foie Grass
2087	Neil de Grass
2088	Vinnai Grass
2089	Coup de Grass
2090	Regular Turnip
2091	Rash Turnip
2092	Big Boss Turnip
2093	Creed Turnip
2094	Golden Turnip
2095	Condenser
2096	Transistor
2097	IC Chip
2098	Motherboard
2099	Hentium 5
2100	Trash Can
2101	Cardboard Box
2102	Jack-in-the-Box
2103	Piggy Bank
2104	Money Chest
2105	Pencil
2106	Name Pen
2107	Feather Pen
2108	Rocket Pencil
2109	Fountain Pen
2110	Allez Seaweed
2111	Roasted Clam
2112	Big Seaweed
2113	Maybe Crab
2114	Day-After Fish
2115	Fishbone
2116	Empty Bottle
2117	C Battery
2118	Plastic Bag
2119	Cigarette Butt
2120	Candy Box
2121	Broken Dish
2122	Torn Underwear
2123	Marble
2124	Torn Bracelet
2125	Bent Nail
2126	Twisted Screw
2127	Washer
2128	Paper Airplane
2129	Old Magazine
2130	Fighting Game
2131	Popular RPG
2132	Simulation Game
2133	Driving Game
2134	LKS 4
2135	Calculator
2136	Radio
2137	Word Processor
2138	Embedded System
2139	Newest Televideo
2140	Yarn Ball
2141	Toothpick
2142	Receipt
2143	Empty Can
2144	Plastic Bottle
2145	Cow Bones Head
2146	Onii Horn
2147	Manly Metal
2148	Certificate
2149	Howser Medal
2150	Legendary Sword
2151	Toy Sword
2152	Wood Sword
2153	Dried Squid
2154	Rabbit Sword
2155	Paperweight (1)
2156	Paperweight (2)
2157	Paperweight (3)
2158	0 (Placeholder)
2159	1 (Placeholder)
2160	2 (Placeholder)
2161	3 (Placeholder)
2162	4 (Placeholder)
2163	5 (Placeholder)
2164	6 (Placeholder)
2165	Legendary Spear
2166	Toy Spear
2167	Bamboo Sword
2168	Clothesline
2169	Parasol
2170	Legendary Staff
2171	Toy Staff
2172	Skull Staff
2173	Rolled Newspaper
2174	Magical Girl Wand
2175	Legendary Bow
2176	Toy Bow
2177	Robin’s Bow
2178	Bin Bow
2179	Cupid’s Bow
2180	Legendary Axe
2181	Toy Axe
2182	Battleaxe
2183	Triangular Ruler
2184	Pillow
2185	Legendary Mallet
2186	Toy Mallet
2187	Wooden Mallet
2188	Drumstick
2189	Plastic Hammer
2190	Furry Kilt
2191	Casual Clothes
2192	Black Cape
2193	Grass Mail
2194	Gauntlet
2195	Hand Cooler (1)
2196	Hand Cooler (2)
2197	Hand Warmer (1)
2198	Hand Warmer (2)
2199	Sterile Undies (1)
2200	Leather Jacket
2201	Chainmail
2202	Pancho Poncho
2203	Legendary Dress
2204	Legendary Armor
2205	Hand Cooler (3)
2206	Hand Warmer (3)
2207	Lucky Misanga
2208	Sterile Undies (2)
2209	Legendary Ring
2210	Sterile Undies (3)
2211	Health Undies
2212	Dude Thong
2213	Striped Undies
2214	Legendary Undies
2215	Mixed Nuts
2216	Kaki-no-Tane (Rice Crackers)
2217	Ice Cream
2218	Low-fat Milk
2219	Used Record
2220	DVD Recorder
2221	TV Stand
2222	Beard Trimmer
2223	Machine Oil
2224	Assembly Wrench Set
2225	Mayonnaise
2226	Equipment 67
2227	Equipment 68
2228	Equipment 69
2229	Equipment 70
2230	Equipment 71
2231	Equipment 72
2232	Equipment 73
2233	Equipment 74
2234	Equipment 75
2235	Equipment 76
2236	Equipment 77
2237	Equipment 78
2238	Equipment 79
2239	Equipment 80
2240	Equipment 81
2241	Equipment 82
2242	Equipment 83
2243	Equipment 84
2244	Equipment 85
2245	Equipment 86
2246	Equipment 87
2247	Equipment 88
2248	Equipment 89
2249	Equipment 90
2250	Equipment 91
2251	Equipment 92
2252	Equipment 93
2253	Equipment 94
2254	Equipment 95
2255	Equipment 96
2256	Equipment 97
2257	Equipment 98
2258	Equipment 99
2259	Equipment 100
2300	Humming 1
2301	Humming 2
2302	Humming 3
2303	Humming 4
2304	Humming 5
2305	Humming 6
2306	Humming 7
2307	Humming 8
2308	Humming 9
2309	Humming 10
2310	Humming 11
2311	Humming 12
2312	Humming 13
2313	Humming 14
2314	Humming 15
2315	Humming 16
2316	Humming 17
2317	Humming 18
2318	Humming 19
2319	Humming 20
2320	Humming 21
2321	Humming 22
2322	Humming 23
2323	Humming 24
2324	Humming 25
2325	Humming 26
2326	Humming 27
2327	Humming 28
2328	Humming 29
2329	Humming 30
2330	Shimejist
2331	Akumamarine
2332	Umerald
2333	Oniski
2334	Oval
2335	Ocarnet
2336	Saifiyer
2337	Daijinamond
2338	Toparse
2339	Marumarine
2340	Swarm
2341	Kabutorepasu
2342	Mokemoke
2343	Goriraimo
2344	Yagiwani-tory
2345	Egg Prince
2346	Come onto the cutting board.
2347	Section Chief Parakeet
2348	Moemacho
2349	Mashuraten
2350	Kakirin
2351	Dirt-Eating Paku-Pakkun
2352	Ikanimo
2353	Kino & Take
2354	Phantom Berry
2355	Daizu-Dice
2356	Elf Hunter (Gash-Nuts)
2357	My Fairy
2358	Clay-Block Castle of the Clay-Block Tribe
2359	Sento-ki (Bathhouse Tree)
2360	Tree-Wrap & Fruit-Wrap
2361	PANDA Jet
2362	Gaubug
2363	Rainbow Snake
2364	Omike
2365	Delinquent Wood
2366	Seafood
2367	Marble Brothers
2368	Mai-Home
2369	Presido
2370	Uncle Frank
2371	Blockade Flower
2372	Nannanou
2373	Sagittarius
2374	Dokuryu
2375	Trauma-Ninaru
2376	Meganeko
2377	Scoparu
2378	Takoreshia
2379	Nori-chan
2380	Tulicchu
2381	Pii & Po
2382	Nennen
2383	Fairy Benki-sama & Paper-kun
2384	Silly Root
2385	Mochi-Daruma
2386	Shy Guru-Guru
2387	Niwa
2388	Gol-Pago
2389	Dung-Light
2390	Crappy Old Geezer / Uncle
2391	Donburi Brothers
2392	Mummy-Tori
2393	Cheesen
2394	Moja-King & Moja-Soldier
2395	Kirame
2396	Chin-Nen
2397	Stinky-Foot Old Guy
2398	Mayugen
2399	Hatock
2400	Bar-End
2401	Twin Ghosts
2402	Lovepon
2403	Maro-Maro
2404	Yo-san, Hee-san, Unhei-san
2405	Horizontal-Striped Horse
2406	Sakuranbo
2407	Nose-Hair Old Man
2408	Yore-Yore
2409	Maro-chama
2410	Home
2411	Resting Parent & Child
2412	Omochi
2413	Yurihasu
2414	Bossy Bug
2415	Shoes-On Couple
2416	Eringi
2417	Match-Loria
2418	Batton
2419	Negotiator Cat
2420	Mosai
2421	Miss Takina
2422	Sakuya-konohana
2423	Slacker Bug
2424	Finger-Dad
2425	King
2426	Usa-tan
2427	Lip-Man!
2428	Tamayama-san
2429	Battonbo
2430	He-mushi, N-mushi, Na-mushi, No-mushi
2431	Tokkillus
2432	Upside-Down Bug
2433	Rebel Demon K
2434	Ruru?
2435	Ruru?
2436	Ecole
2437	Jealous Warrior
2438	Sweet Potato Bug
2439	Don Burakokko
2500	Omega-phone
2501	Sake: Otoroji
2502	High-Definition TV
2503	My Beard
2504	Chilly Fridge
2505	Diamond Egg Shell
2506	Amazing Propeller
2507	The Princess and the Seven Jars
2508	Legendary Pickaxe
2509	Sturdy Wood
2510	Small Flying Camera
2511	Picture-Story Show Set
2512	Gift Box
2513	Martel's Car
2514	Apple
2515	Grape
2516	Mandarin Orange
2517	Grapefruit
2518	Turnip
2519	Watermelon
2520	Cabbage
2521	Carrot
2522	Corn
2523	Large Sake Bottle
2524	Picture Book
2525	King Part
2526	Dynamite
2527	Flying Machine Blueprint
2528	Important Item 29
2529	Carpenter's Mat
2530	Vinyl Sheet
2531	Iron Material
2532	Rabbit
2533	Golden Turnip
2534	Coin
2535	Boru Bag
2536	Treasure
2537	Torch
2538	Lamp
2539	Bell
2540	Log (Long)
2541	Log (Short)
2542	Saw
2543	Stone
2544	Iron Ore
2545	Trumpet
2546	Vegetable Basket
2547	Fruit Box
2548	Money Bag
2549	Shopping Bag
2550	Meat
2551	Dish of Food
2552	Gold Bar
2553	Wriggling Big Fish
2554	Galileo's Star Chart
2555	Letter
2556	Meat for Campfire
2557	Mushroom (Found Item)
2558	Motherboard (Found Item)
2559	Parcel (Found Item)
2560	Game Software (Found Item)
2561	Cardboard Box (Appliance) (Found Item)
2562	Tickets (2-3) (Found Item)
2563	Pencil (Found Item)
2564	Egg (Found Item)
2565	Bundle of Lumber
2566	God's Memo: Oni-King
2567	God's Memo: Dobroke
2568	God's Memo: Shish-kebab
2569	God's Memo: Omelet
2570	God's Memo: TV
2571	God's Memo: Lon-Soba
2572	God's Memo: ♪
2573	Title Castle Signboard
2574	Found Item: Small Bundle of Arrows
2575	Found Item: Medium Bundle of Arrows
2576	Found Item: Large Bundle of Arrows
2577	Flying Machine: Umbrella
2578	Gold Star
2579	Golden Treasure
2580	Hidden Gold
2581	Hidden Gold
2582	National Treasure
2583	National Treasure
2584	National Treasure
2585	National Treasure
2900	Error Check Item
